z,s_hat,chi
2.44812881,-4.0836092593,1.4175928685
2.44842874,-4.0840344314,1.4175493749
2.44872867,-4.0844595904,1.4175058668
2.44902860,-4.0848847364,1.4174623443
2.44932853,-4.0853098694,1.4174188075
2.44962846,-4.0857349892,1.4173752563
2.44992839,-4.0861600961,1.4173316907
2.45022832,-4.0865851898,1.4172881107
2.45052825,-4.0870102705,1.4172445165
2.45082818,-4.0874353381,1.4172009078
2.45112811,-4.0878603926,1.4171572848
2.45142804,-4.0882854340,1.4171136475
2.45172797,-4.0887104624,1.4170699959
2.45202790,-4.0891354776,1.4170263299
2.45232783,-4.0895604798,1.4169826496
2.45262776,-4.0899854688,1.4169389550
2.45292769,-4.0904104448,1.4168952461
2.45322762,-4.0908354076,1.4168515229
2.45352755,-4.0912603573,1.4168077854
2.45382748,-4.0916852939,1.4167640336
2.45412741,-4.0921102173,1.4167202675
2.45442734,-4.0925351277,1.4166764872
2.45472727,-4.0929600249,1.4166326925
2.45502720,-4.0933849090,1.4165888836
2.45532713,-4.0938097799,1.4165450605
2.45562706,-4.0942346377,1.4165012231
2.45592699,-4.0946594823,1.4164573714
2.45622692,-4.0950843137,1.4164135055
2.45652685,-4.0955091321,1.4163696253
2.45682678,-4.0959339372,1.4163257310
2.45712671,-4.0963587292,1.4162818224
2.45742664,-4.0967835080,1.4162378995
2.45772657,-4.0972082736,1.4161939625
2.45802650,-4.0976330261,1.4161500112
2.45832643,-4.0980577654,1.4161060458
2.45862636,-4.0984824915,1.4160620661
2.45892629,-4.0989072043,1.4160180723
2.45922622,-4.0993319040,1.4159740642
2.45952615,-4.0997565905,1.4159300420
2.45982608,-4.1001812638,1.4158860056
2.46012601,-4.1006059239,1.4158419551
2.46042594,-4.1010305707,1.4157978904
2.46072587,-4.1014552044,1.4157538115
2.46102580,-4.1018798248,1.4157097184
2.46132573,-4.1023044320,1.4156656113
2.46162566,-4.1027290260,1.4156214900
2.46192559,-4.1031536067,1.4155773545
2.46222552,-4.1035781742,1.4155332049
2.46252545,-4.1040027284,1.4154890412
2.46282538,-4.1044272694,1.4154448634
2.46312531,-4.1048517971,1.4154006715
2.46342524,-4.1052763116,1.4153564655
2.46372517,-4.1057008129,1.4153122453
2.46402510,-4.1061253008,1.4152680111
2.46432503,-4.1065497755,1.4152237628
2.46462496,-4.1069742369,1.4151795004
2.46492489,-4.1073986851,1.4151352239
2.46522482,-4.1078231199,1.4150909334
2.46552475,-4.1082475415,1.4150466288
2.46582468,-4.1086719498,1.4150023101
2.46612461,-4.1090963448,1.4149579774
2.46642454,-4.1095207264,1.4149136307
2.46672447,-4.1099450948,1.4148692699
2.46702440,-4.1103694499,1.4148248950
2.46732433,-4.1107937917,1.4147805062
2.46762426,-4.1112181201,1.4147361033
2.46792419,-4.1116424352,1.4146916864
2.46822412,-4.1120667371,1.4146472555
2.46852405,-4.1124910255,1.4146028105
2.46882398,-4.1129153007,1.4145583516
2.46912391,-4.1133395625,1.4145138787
2.46942384,-4.1137638110,1.4144693918
2.46972377,-4.1141880461,1.4144248909
2.47002370,-4.1146122678,1.4143803761
2.47032363,-4.1150364763,1.4143358472
2.47062356,-4.1154606713,1.4142913045
2.47092349,-4.1158848530,1.4142467477
2.47122342,-4.1163090214,1.4142021770
2.47152335,-4.1167331763,1.4141575924
2.47182328,-4.1171573179,1.4141129938
2.47212321,-4.1175814461,1.4140683813
2.47242314,-4.1180055610,1.4140237548
2.47272307,-4.1184296624,1.4139791144
2.47302300,-4.1188537504,1.4139344601
2.47332293,-4.1192778251,1.4138897919
2.47362286,-4.1197018864,1.4138451098
2.47392279,-4.1201259342,1.4138004138
2.47422272,-4.1205499687,1.4137557039
2.47452265,-4.1209739897,1.4137109802
2.47482258,-4.1213979973,1.4136662425
2.47512251,-4.1218219915,1.4136214910
2.47542244,-4.1222459723,1.4135767256
2.47572237,-4.1226699396,1.4135319463
2.47602230,-4.1230938935,1.4134871532
2.47632223,-4.1235178340,1.4134423462
2.47662216,-4.1239417610,1.4133975254
2.47692209,-4.1243656746,1.4133526907
2.47722202,-4.1247895748,1.4133078422
2.47752195,-4.1252134614,1.4132629799
2.47782188,-4.1256373347,1.4132181037
2.47812181,-4.1260611944,1.4131732138
2.47842174,-4.1264850407,1.4131283100
2.47872167,-4.1269088736,1.4130833924
2.47902160,-4.1273326929,1.4130384610
2.47932153,-4.1277564988,1.4129935159
2.47962146,-4.1281802912,1.4129485569
2.47992139,-4.1286040701,1.4129035842
2.48022132,-4.1290278355,1.4128585977
2.48052125,-4.1294515874,1.4128135974
2.48082118,-4.1298753259,1.4127685834
2.48112111,-4.1302990508,1.4127235556
2.48142104,-4.1307227622,1.4126785140
2.48172097,-4.1311464601,1.4126334588
2.48202090,-4.1315701445,1.4125883897
2.48232083,-4.1319938153,1.4125433070
2.48262076,-4.1324174727,1.4124982105
2.48292069,-4.1328411165,1.4124531003
2.48322062,-4.1332647468,1.4124079764
2.48352055,-4.1336883635,1.4123628388
2.48382048,-4.1341119667,1.4123176875
2.48412041,-4.1345355564,1.4122725224
2.48442034,-4.1349591325,1.4122273437
2.48472027,-4.1353826951,1.4121821513
2.48502020,-4.1358062441,1.4121369453
2.48532013,-4.1362297795,1.4120917255
2.48562006,-4.1366533014,1.4120464921
2.48591999,-4.1370768097,1.4120012451
2.48621992,-4.1375003044,1.4119559843
2.48651985,-4.1379237856,1.4119107100
2.48681978,-4.1383472532,1.4118654220
2.48711971,-4.1387707072,1.4118201203
2.48741964,-4.1391941476,1.4117748051
2.48771957,-4.1396175744,1.4117294762
2.48801950,-4.1400409876,1.4116841336
2.48831943,-4.1404643872,1.4116387775
2.48861936,-4.1408877732,1.4115934078
2.48891929,-4.1413111456,1.4115480245
2.48921922,-4.1417345044,1.4115026275
2.48951915,-4.1421578496,1.4114572170
2.48981908,-4.1425811811,1.4114117929
2.49011901,-4.1430044990,1.4113663553
2.49041894,-4.1434278033,1.4113209040
2.49071887,-4.1438510940,1.4112754392
2.49101880,-4.1442743710,1.4112299609
2.49131873,-4.1446976343,1.4111844690
2.49161866,-4.1451208841,1.4111389635
2.49191859,-4.1455441201,1.4110934445
2.49221852,-4.1459673426,1.4110479120
2.49251845,-4.1463905513,1.4110023660
2.49281838,-4.1468137464,1.4109568064
2.49311831,-4.1472369279,1.4109112333
2.49341824,-4.1476600956,1.4108656467
2.49371817,-4.1480832497,1.4108200466
2.49401810,-4.1485063901,1.4107744330
2.49431803,-4.1489295168,1.4107288060
2.49461796,-4.1493526299,1.4106831654
2.49491789,-4.1497757292,1.4106375114
2.49521782,-4.1501988149,1.4105918438
2.49551775,-4.1506218868,1.4105461629
2.49581768,-4.1510449451,1.4105004684
2.49611761,-4.1514679896,1.4104547605
2.49641754,-4.1518910204,1.4104090392
2.49671747,-4.1523140376,1.4103633044
2.49701740,-4.1527370410,1.4103175562
2.49731733,-4.1531600306,1.4102717946
2.49761726,-4.1535830066,1.4102260195
2.49791719,-4.1540059688,1.4101802310
2.49821712,-4.1544289173,1.4101344291
2.49851705,-4.1548518520,1.4100886138
2.49881698,-4.1552747730,1.4100427851
2.49911691,-4.1556976803,1.4099969430
2.49941684,-4.1561205737,1.4099510875
2.49971677,-4.1565434535,1.4099052187
2.50001670,-4.1569663195,1.4098593365
2.50031663,-4.1573891717,1.4098134409
2.50061656,-4.1578120101,1.4097675319
2.50091649,-4.1582348348,1.4097216096
2.50121642,-4.1586576457,1.4096756739
2.50151635,-4.1590804429,1.4096297249
2.50181628,-4.1595032262,1.4095837626
2.50211621,-4.1599259958,1.4095377869
2.50241614,-4.1603487515,1.4094917979
2.50271607,-4.1607714935,1.4094457956
2.50301600,-4.1611942216,1.4093997799
2.50331593,-4.1616169360,1.4093537510
2.50361586,-4.1620396366,1.4093077088
2.50391579,-4.1624623233,1.4092616532
2.50421572,-4.1628849962,1.4092155844
2.50451565,-4.1633076554,1.4091695023
2.50481558,-4.1637303006,1.4091234069
2.50511551,-4.1641529321,1.4090772983
2.50541544,-4.1645755497,1.4090311764
2.50571537,-4.1649981535,1.4089850412
2.50601530,-4.1654207435,1.4089388928
2.50631523,-4.1658433196,1.4088927311
2.50661516,-4.1662658819,1.4088465562
2.50691509,-4.1666884303,1.4088003681
2.50721502,-4.1671109648,1.4087541667
2.50751495,-4.1675334855,1.4087079521
2.50781488,-4.1679559924,1.4086617244
2.50811481,-4.1683784853,1.4086154833
2.50841474,-4.1688009644,1.4085692291
2.50871467,-4.1692234296,1.4085229617
2.50901460,-4.1696458810,1.4084766812
2.50931453,-4.1700683184,1.4084303874
2.50961446,-4.1704907420,1.4083840804
2.50991439,-4.1709131517,1.4083377603
2.51021432,-4.1713355475,1.4082914270
2.51051425,-4.1717579294,1.4082450806
2.51081418,-4.1721802974,1.4081987210
2.51111411,-4.1726026514,1.4081523482
2.51141404,-4.1730249916,1.4081059624
2.51171397,-4.1734473179,1.4080595634
2.51201390,-4.1738696302,1.4080131512
2.51231383,-4.1742919286,1.4079667260
2.51261376,-4.1747142131,1.4079202876
2.51291369,-4.1751364837,1.4078738361
2.51321362,-4.1755587403,1.4078273715
2.51351355,-4.1759809830,1.4077808938
2.51381348,-4.1764032117,1.4077344030
2.51411341,-4.1768254265,1.4076878992
2.51441334,-4.1772476273,1.4076413822
2.51471327,-4.1776698142,1.4075948522
2.51501320,-4.1780919872,1.4075483092
2.51531313,-4.1785141462,1.4075017530
2.51561306,-4.1789362912,1.4074551839
2.51591299,-4.1793584222,1.4074086016
2.51621292,-4.1797805393,1.4073620064
2.51651285,-4.1802026424,1.4073153980
2.51681278,-4.1806247315,1.4072687767
2.51711271,-4.1810468066,1.4072221424
2.51741264,-4.1814688677,1.4071754950
2.51771257,-4.1818909149,1.4071288346
2.51801250,-4.1823129480,1.4070821612
2.51831243,-4.1827349671,1.4070354749
2.51861236,-4.1831569723,1.4069887755
2.51891229,-4.1835789634,1.4069420631
2.51921222,-4.1840009405,1.4068953378
2.51951215,-4.1844229036,1.4068485995
2.51981208,-4.1848448527,1.4068018482
2.52011201,-4.1852667878,1.4067550840
2.52041194,-4.1856887088,1.4067083068
2.52071187,-4.1861106158,1.4066615167
2.52101180,-4.1865325087,1.4066147136
2.52131173,-4.1869543877,1.4065678976
2.52161166,-4.1873762525,1.4065210687
2.52191159,-4.1877981034,1.4064742269
2.52221152,-4.1882199402,1.4064273721
2.52251145,-4.1886417629,1.4063805044
2.52281138,-4.1890635715,1.4063336238
2.52311131,-4.1894853661,1.4062867304
2.52341124,-4.1899071467,1.4062398240
2.52371117,-4.1903289131,1.4061929047
2.52401110,-4.1907506655,1.4061459726
2.52431103,-4.1911724039,1.4060990276
2.52461096,-4.1915941281,1.4060520698
2.52491089,-4.1920158382,1.4060050990
2.52521082,-4.1924375343,1.4059581155
2.52551075,-4.1928592162,1.4059111190
2.52581068,-4.1932808841,1.4058641098
2.52611061,-4.1937025379,1.4058170877
2.52641054,-4.1941241775,1.4057700528
2.52671047,-4.1945458031,1.4057230050
2.52701040,-4.1949674145,1.4056759445
2.52731033,-4.1953890118,1.4056288711
2.52761026,-4.1958105950,1.4055817849
2.52791019,-4.1962321641,1.4055346860
2.52821012,-4.1966537190,1.4054875742
2.52851005,-4.1970752599,1.4054404497
2.52880998,-4.1974967865,1.4053933123
2.52910991,-4.1979182991,1.4053461623
2.52940984,-4.1983397975,1.4052989994
2.52970977,-4.1987612817,1.4052518238
2.53000970,-4.1991827518,1.4052046354
2.53030963,-4.1996042077,1.4051574343
2.53060956,-4.2000256495,1.4051102205
2.53090949,-4.2004470771,1.4050629939
2.53120942,-4.2008684906,1.4050157546
2.53150935,-4.2012898899,1.4049685025
2.53180928,-4.2017112750,1.4049212378
2.53210921,-4.2021326459,1.4048739604
2.53240914,-4.2025540026,1.4048266702
2.53270907,-4.2029753452,1.4047793674
2.53300900,-4.2033966736,1.4047320518
2.53330893,-4.2038179878,1.4046847236
2.53360886,-4.2042392877,1.4046373827
2.53390879,-4.2046605735,1.4045900291
2.53420872,-4.2050818451,1.4045426629
2.53450865,-4.2055031025,1.4044952840
2.53480858,-4.2059243456,1.4044478925
2.53510851,-4.2063455745,1.4044004883
2.53540844,-4.2067667893,1.4043530715
2.53570837,-4.2071879898,1.4043056420
2.53600830,-4.2076091760,1.4042581999
2.53630823,-4.2080303481,1.4042107452
2.53660816,-4.2084515059,1.4041632779
2.53690809,-4.2088726494,1.4041157980
2.53720802,-4.2092937788,1.4040683055
2.53750795,-4.2097148938,1.4040208004
2.53780788,-4.2101359946,1.4039732827
2.53810781,-4.2105570812,1.4039257524
2.53840774,-4.2109781535,1.4038782095
2.53870767,-4.2113992116,1.4038306541
2.53900760,-4.2118202554,1.4037830861
2.53930753,-4.2122412849,1.4037355056
2.53960746,-4.2126623001,1.4036879125
2.53990739,-4.2130833011,1.4036403068
2.54020732,-4.2135042878,1.4035926887
2.54050725,-4.2139252602,1.4035450579
2.54080718,-4.2143462183,1.4034974147
2.54110711,-4.2147671621,1.4034497590
2.54140704,-4.2151880917,1.4034020907
2.54170697,-4.2156090069,1.4033544099
2.54200690,-4.2160299078,1.4033067167
2.54230683,-4.2164507944,1.4032590109
2.54260676,-4.2168716667,1.4032112927
2.54290669,-4.2172925247,1.4031635619
2.54320662,-4.2177133684,1.4031158187
2.54350655,-4.2181341978,1.4030680631
2.54380648,-4.2185550128,1.4030202950
2.54410641,-4.2189758135,1.4029725144
2.54440634,-4.2193965999,1.4029247213
2.54470627,-4.2198173719,1.4028769159
2.54500620,-4.2202381296,1.4028290980
2.54530613,-4.2206588730,1.4027812676
2.54560606,-4.2210796020,1.4027334249
2.54590599,-4.2215003166,1.4026855697
2.54620592,-4.2219210169,1.4026377021
2.54650585,-4.2223417028,1.4025898221
2.54680578,-4.2227623744,1.4025419298
2.54710571,-4.2231830316,1.4024940250
2.54740564,-4.2236036745,1.4024461078
2.54770557,-4.2240243029,1.4023981783
2.54800550,-4.2244449170,1.4023502364
2.54830543,-4.2248655167,1.4023022821
2.54860536,-4.2252861020,1.4022543155
2.54890529,-4.2257066730,1.4022063365
2.54920522,-4.2261272295,1.4021583451
2.54950515,-4.2265477717,1.4021103415
2.54980508,-4.2269682994,1.4020623255
2.55010501,-4.2273888127,1.4020142971
2.55040494,-4.2278093117,1.4019662565
2.55070487,-4.2282297962,1.4019182035
2.55100480,-4.2286502663,1.4018701382
2.55130473,-4.2290707220,1.4018220607
2.55160466,-4.2294911633,1.4017739708
2.55190459,-4.2299115901,1.4017258686
2.55220452,-4.2303320025,1.4016777542
2.55250445,-4.2307524005,1.4016296275
2.55280438,-4.2311727841,1.4015814885
2.55310431,-4.2315931532,1.4015333372
2.55340424,-4.2320135078,1.4014851737
2.55370417,-4.2324338480,1.4014369980
2.55400410,-4.2328541738,1.4013888100
2.55430403,-4.2332744851,1.4013406097
2.55460396,-4.2336947820,1.4012923972
2.55490389,-4.2341150644,1.4012441726
2.55520382,-4.2345353323,1.4011959356
2.55550375,-4.2349555857,1.4011476865
2.55580368,-4.2353758247,1.4010994252
2.55610361,-4.2357960492,1.4010511516
2.55640354,-4.2362162592,1.4010028659
2.55670347,-4.2366364548,1.4009545680
2.55700340,-4.2370566358,1.4009062579
2.55730333,-4.2374768024,1.4008579357
2.55760326,-4.2378969544,1.4008096012
2.55790319,-4.2383170920,1.4007612546
2.55820312,-4.2387372151,1.4007128959
2.55850305,-4.2391573236,1.4006645250
2.55880298,-4.2395774177,1.4006161420
2.55910291,-4.2399974972,1.4005677468
2.55940284,-4.2404175622,1.4005193395
2.55970277,-4.2408376127,1.4004709201
2.56000270,-4.2412576487,1.4004224885
2.56030263,-4.2416776701,1.4003740449
2.56060256,-4.2420976770,1.4003255892
2.56090249,-4.2425176694,1.4002771213
2.56120242,-4.2429376473,1.4002286414
2.56150235,-4.2433576106,1.4001801494
2.56180228,-4.2437775593,1.4001316453
2.56210221,-4.2441974935,1.4000831291
2.56240214,-4.2446174131,1.4000346009
2.56270207,-4.2450373182,1.3999860606
2.56300200,-4.2454572088,1.3999375082
2.56330193,-4.2458770847,1.3998889439
2.56360186,-4.2462969461,1.3998403674
2.56390179,-4.2467167930,1.3997917790
2.56420172,-4.2471366252,1.3997431785
2.56450165,-4.2475564429,1.3996945660
2.56480158,-4.2479762460,1.3996459415
2.56510151,-4.2483960345,1.3995973050
2.56540144,-4.2488158084,1.3995486564
2.56570137,-4.2492355677,1.3994999959
2.56600130,-4.2496553124,1.3994513234
2.56630123,-4.2500750426,1.3994026389
2.56660116,-4.2504947581,1.3993539425
2.56690109,-4.2509144590,1.3993052341
2.56720102,-4.2513341453,1.3992565137
2.56750095,-4.2517538170,1.3992077813
2.56780088,-4.2521734741,1.3991590370
2.56810081,-4.2525931165,1.3991102808
2.56840074,-4.2530127443,1.3990615126
2.56870067,-4.2534323575,1.3990127326
2.56900060,-4.2538519561,1.3989639405
2.56930053,-4.2542715400,1.3989151366
2.56960046,-4.2546911093,1.3988663208
2.56990039,-4.2551106640,1.3988174930
2.57020032,-4.2555302040,1.3987686534
2.57050025,-4.2559497293,1.3987198018
2.57080018,-4.2563692400,1.3986709384
2.57110011,-4.2567887360,1.3986220631
2.57140004,-4.2572082174,1.3985731759
2.57169997,-4.2576276841,1.3985242769
2.57199990,-4.2580471362,1.3984753660
2.57229983,-4.2584665735,1.3984264433
2.57259976,-4.2588859962,1.3983775087
2.57289969,-4.2593054042,1.3983285622
2.57319962,-4.2597247976,1.3982796040
2.57349955,-4.2601441762,1.3982306339
2.57379948,-4.2605635402,1.3981816520
2.57409941,-4.2609828894,1.3981326583
2.57439934,-4.2614022240,1.3980836527
2.57469927,-4.2618215439,1.3980346354
2.57499920,-4.2622408491,1.3979856063
2.57529913,-4.2626601395,1.3979365654
2.57559906,-4.2630794153,1.3978875127
2.57589899,-4.2634986763,1.3978384482
2.57619892,-4.2639179226,1.3977893720
2.57649885,-4.2643371542,1.3977402840
2.57679878,-4.2647563711,1.3976911843
2.57709871,-4.2651755732,1.3976420728
2.57739864,-4.2655947606,1.3975929495
2.57769857,-4.2660139333,1.3975438146
2.57799850,-4.2664330913,1.3974946679
2.57829843,-4.2668522344,1.3974455094
2.57859836,-4.2672713629,1.3973963393
2.57889829,-4.2676904766,1.3973471574
2.57919822,-4.2681095755,1.3972979639
2.57949815,-4.2685286597,1.3972487586
2.57979808,-4.2689477292,1.3971995417
2.58009801,-4.2693667838,1.3971503131
2.58039794,-4.2697858237,1.3971010728
2.58069787,-4.2702048489,1.3970518208
2.58099780,-4.2706238592,1.3970025572
2.58129773,-4.2710428548,1.3969532819
2.58159766,-4.2714618356,1.3969039949
2.58189759,-4.2718808016,1.3968546963
2.58219752,-4.2722997528,1.3968053861
2.58249745,-4.2727186893,1.3967560642
2.58279738,-4.2731376109,1.3967067307
2.58309731,-4.2735565177,1.3966573856
2.58339724,-4.2739754098,1.3966080289
2.58369717,-4.2743942870,1.3965586606
2.58399710,-4.2748131494,1.3965092807
2.58429703,-4.2752319971,1.3964598891
2.58459696,-4.2756508299,1.3964104860
2.58489689,-4.2760696478,1.3963610714
2.58519682,-4.2764884510,1.3963116451
2.58549675,-4.2769072393,1.3962622073
2.58579668,-4.2773260128,1.3962127579
2.58609661,-4.2777447715,1.3961632969
2.58639654,-4.2781635153,1.3961138245
2.58669647,-4.2785822443,1.3960643404
2.58699640,-4.2790009584,1.3960148449
2.58729633,-4.2794196577,1.3959653378
2.58759626,-4.2798383422,1.3959158191
2.58789619,-4.2802570118,1.3958662890
2.58819612,-4.2806756665,1.3958167474
2.58849605,-4.2810943064,1.3957671942
2.58879598,-4.2815129314,1.3957176296
2.58909591,-4.2819315416,1.3956680535
2.58939584,-4.2823501368,1.3956184659
2.58969577,-4.2827687172,1.3955688668
2.58999570,-4.2831872828,1.3955192562
2.59029563,-4.2836058334,1.3954696342
2.59059556,-4.2840243691,1.3954200007
2.59089549,-4.2844428900,1.3953703558
2.59119542,-4.2848613960,1.3953206994
2.59149535,-4.2852798871,1.3952710316
2.59179528,-4.2856983633,1.3952213524
2.59209521,-4.2861168245,1.3951716617
2.59239514,-4.2865352709,1.3951219596
2.59269507,-4.2869537024,1.3950722461
2.59299500,-4.2873721189,1.3950225212
2.59329493,-4.2877905206,1.3949727849
2.59359486,-4.2882089073,1.3949230372
2.59389479,-4.2886272791,1.3948732781
2.59419472,-4.2890456359,1.3948235077
