z,s_hat,chi
1.33658826,-2.4543033839,1.5017012763
1.33688819,-2.4547537838,1.5016656009
1.33718812,-2.4552041731,1.5016299659
1.33748805,-2.4556545516,1.5015943713
1.33778798,-2.4561049194,1.5015588171
1.33808791,-2.4565552766,1.5015233031
1.33838784,-2.4570056232,1.5014878294
1.33868777,-2.4574559591,1.5014523960
1.33898770,-2.4579062844,1.5014170028
1.33928763,-2.4583565991,1.5013816497
1.33958756,-2.4588069032,1.5013463368
1.33988749,-2.4592571967,1.5013110639
1.34018742,-2.4597074796,1.5012758312
1.34048735,-2.4601577520,1.5012406385
1.34078728,-2.4606080138,1.5012054857
1.34108721,-2.4610582651,1.5011703730
1.34138714,-2.4615085058,1.5011353001
1.34168707,-2.4619587361,1.5011002672
1.34198700,-2.4624089558,1.5010652741
1.34228693,-2.4628591651,1.5010303208
1.34258686,-2.4633093638,1.5009954074
1.34288679,-2.4637595522,1.5009605336
1.34318672,-2.4642097300,1.5009256996
1.34348665,-2.4646598974,1.5008909053
1.34378658,-2.4651100544,1.5008561507
1.34408651,-2.4655602010,1.5008214357
1.34438644,-2.4660103371,1.5007867602
1.34468637,-2.4664604629,1.5007521243
1.34498630,-2.4669105783,1.5007175279
1.34528623,-2.4673606833,1.5006829710
1.34558616,-2.4678107779,1.5006484535
1.34588609,-2.4682608623,1.5006139755
1.34618602,-2.4687109362,1.5005795368
1.34648595,-2.4691609999,1.5005451375
1.34678588,-2.4696110532,1.5005107775
1.34708581,-2.4700610962,1.5004764567
1.34738574,-2.4705111290,1.5004421752
1.34768567,-2.4709611515,1.5004079329
1.34798560,-2.4714111637,1.5003737298
1.34828553,-2.4718611656,1.5003395658
1.34858546,-2.4723111573,1.5003054409
1.34888539,-2.4727611388,1.5002713551
1.34918532,-2.4732111101,1.5002373083
1.34948525,-2.4736610712,1.5002033005
1.34978518,-2.4741110220,1.5001693316
1.35008511,-2.4745609627,1.5001354017
1.35038504,-2.4750108932,1.5001015107
1.35068497,-2.4754608136,1.5000676585
1.35098490,-2.4759107238,1.5000338452
1.35128483,-2.4763606239,1.5000000707
1.35158476,-2.4768105138,1.4999663349
1.35188469,-2.4772603937,1.4999326378
1.35218462,-2.4777102634,1.4998989795
1.35248455,-2.4781601230,1.4998653597
1.35278448,-2.4786099726,1.4998317786
1.35308441,-2.4790598121,1.4997982361
1.35338434,-2.4795096416,1.4997647321
1.35368427,-2.4799594610,1.4997312667
1.35398420,-2.4804092703,1.4996978397
1.35428413,-2.4808590697,1.4996644512
1.35458406,-2.4813088590,1.4996311011
1.35488399,-2.4817586384,1.4995977893
1.35518392,-2.4822084077,1.4995645159
1.35548385,-2.4826581671,1.4995312808
1.35578378,-2.4831079165,1.4994980840
1.35608371,-2.4835576560,1.4994649254
1.35638364,-2.4840073856,1.4994318050
1.35668357,-2.4844571052,1.4993987228
1.35698350,-2.4849068149,1.4993656788
1.35728343,-2.4853565146,1.4993326728
1.35758336,-2.4858062045,1.4992997049
1.35788329,-2.4862558845,1.4992667750
1.35818322,-2.4867055547,1.4992338831
1.35848315,-2.4871552150,1.4992010292
1.35878308,-2.4876048654,1.4991682132
1.35908301,-2.4880545060,1.4991354351
1.35938294,-2.4885041367,1.4991026949
1.35968287,-2.4889537577,1.4990699925
1.35998280,-2.4894033689,1.4990373279
1.36028273,-2.4898529702,1.4990047010
1.36058266,-2.4903025618,1.4989721119
1.36088259,-2.4907521436,1.4989395604
1.36118252,-2.4912017157,1.4989070466
1.36148245,-2.4916512780,1.4988745704
1.36178238,-2.4921008305,1.4988421318
1.36208231,-2.4925503734,1.4988097307
1.36238224,-2.4929999065,1.4987773672
1.36268217,-2.4934494300,1.4987450411
1.36298210,-2.4938989437,1.4987127525
1.36328203,-2.4943484478,1.4986805013
1.36358196,-2.4947979422,1.4986482875
1.36388189,-2.4952474269,1.4986161110
1.36418182,-2.4956969020,1.4985839718
1.36448175,-2.4961463675,1.4985518699
1.36478168,-2.4965958233,1.4985198052
1.36508161,-2.4970452695,1.4984877777
1.36538154,-2.4974947062,1.4984557874
1.36568147,-2.4979441332,1.4984238342
1.36598140,-2.4983935507,1.4983919181
1.36628133,-2.4988429586,1.4983600391
1.36658126,-2.4992923569,1.4983281972
1.36688119,-2.4997417457,1.4982963922
1.36718112,-2.5001911249,1.4982646241
1.36748105,-2.5006404947,1.4982328931
1.36778098,-2.5010898549,1.4982011989
1.36808091,-2.5015392056,1.4981695415
1.36838084,-2.5019885469,1.4981379210
1.36868077,-2.5024378786,1.4981063372
1.36898070,-2.5028872009,1.4980747903
1.36928063,-2.5033365137,1.4980432800
1.36958056,-2.5037858171,1.4980118064
1.36988049,-2.5042351111,1.4979803695
1.37018042,-2.5046843956,1.4979489692
1.37048035,-2.5051336707,1.4979176055
1.37078028,-2.5055829365,1.4978862783
1.37108021,-2.5060321928,1.4978549876
1.37138014,-2.5064814397,1.4978237334
1.37168007,-2.5069306773,1.4977925157
1.37198000,-2.5073799055,1.4977613343
1.37227993,-2.5078291244,1.4977301894
1.37257986,-2.5082783339,1.4976990808
1.37287979,-2.5087275341,1.4976680084
1.37317972,-2.5091767250,1.4976369724
1.37347965,-2.5096259066,1.4976059726
1.37377958,-2.5100750789,1.4975750090
1.37407951,-2.5105242420,1.4975440815
1.37437944,-2.5109733957,1.4975131902
1.37467937,-2.5114225402,1.4974823350
1.37497930,-2.5118716754,1.4974515158
1.37527923,-2.5123208014,1.4974207327
1.37557916,-2.5127699182,1.4973899856
1.37587909,-2.5132190258,1.4973592744
1.37617902,-2.5136681241,1.4973285992
1.37647895,-2.5141172133,1.4972979598
1.37677888,-2.5145662933,1.4972673563
1.37707881,-2.5150153641,1.4972367887
1.37737874,-2.5154644257,1.4972062568
1.37767867,-2.5159134782,1.4971757606
1.37797860,-2.5163625215,1.4971453002
1.37827853,-2.5168115558,1.4971148755
1.37857846,-2.5172605809,1.4970844864
1.37887839,-2.5177095968,1.4970541330
1.37917832,-2.5181586037,1.4970238151
1.37947825,-2.5186076015,1.4969935327
1.37977818,-2.5190565902,1.4969632859
1.38007811,-2.5195055699,1.4969330745
1.38037804,-2.5199545405,1.4969028986
1.38067797,-2.5204035020,1.4968727581
1.38097790,-2.5208524546,1.4968426530
1.38127783,-2.5213013981,1.4968125832
1.38157776,-2.5217503325,1.4967825487
1.38187769,-2.5221992580,1.4967525495
1.38217762,-2.5226481745,1.4967225855
1.38247755,-2.5230970820,1.4966926567
1.38277748,-2.5235459805,1.4966627631
1.38307741,-2.5239948701,1.4966329046
1.38337734,-2.5244437507,1.4966030812
1.38367727,-2.5248926224,1.4965732929
1.38397720,-2.5253414852,1.4965435396
1.38427713,-2.5257903390,1.4965138213
1.38457706,-2.5262391839,1.4964841379
1.38487699,-2.5266880200,1.4964544895
1.38517692,-2.5271368471,1.4964248759
1.38547685,-2.5275856654,1.4963952973
1.38577678,-2.5280344748,1.4963657534
1.38607671,-2.5284832753,1.4963362443
1.38637664,-2.5289320670,1.4963067700
1.38667657,-2.5293808499,1.4962773304
1.38697650,-2.5298296239,1.4962479255
1.38727643,-2.5302783891,1.4962185552
1.38757636,-2.5307271455,1.4961892195
1.38787629,-2.5311758932,1.4961599184
1.38817622,-2.5316246320,1.4961306519
1.38847615,-2.5320733621,1.4961014199
1.38877608,-2.5325220834,1.4960722223
1.38907601,-2.5329707959,1.4960430592
1.38937594,-2.5334194998,1.4960139305
1.38967587,-2.5338681948,1.4959848362
1.38997580,-2.5343168812,1.4959557762
1.39027573,-2.5347655588,1.4959267505
1.39057566,-2.5352142278,1.4958977590
1.39087559,-2.5356628881,1.4958688018
1.39117552,-2.5361115396,1.4958398788
1.39147545,-2.5365601825,1.4958109900
1.39177538,-2.5370088168,1.4957821353
1.39207531,-2.5374574424,1.4957533147
1.39237524,-2.5379060594,1.4957245282
1.39267517,-2.5383546677,1.4956957757
1.39297510,-2.5388032674,1.4956670571
1.39327503,-2.5392518585,1.4956383726
1.39357496,-2.5397004410,1.4956097219
1.39387489,-2.5401490149,1.4955811052
1.39417482,-2.5405975803,1.4955525223
1.39447475,-2.5410461370,1.4955239732
1.39477468,-2.5414946853,1.4954954579
1.39507461,-2.5419432249,1.4954669764
1.39537454,-2.5423917561,1.4954385286
1.39567447,-2.5428402787,1.4954101144
1.39597440,-2.5432887928,1.4953817339
1.39627433,-2.5437372983,1.4953533870
1.39657426,-2.5441857954,1.4953250737
1.39687419,-2.5446342840,1.4952967940
1.39717412,-2.5450827641,1.4952685477
1.39747405,-2.5455312358,1.4952403350
1.39777398,-2.5459796990,1.4952121556
1.39807391,-2.5464281537,1.4951840097
1.39837384,-2.5468766000,1.4951558971
1.39867377,-2.5473250379,1.4951278179
1.39897370,-2.5477734674,1.4950997720
1.39927363,-2.5482218884,1.4950717594
1.39957356,-2.5486703011,1.4950437799
1.39987349,-2.5491187054,1.4950158337
1.40017342,-2.5495671013,1.4949879207
1.40047335,-2.5500154888,1.4949600408
1.40077328,-2.5504638680,1.4949321939
1.40107321,-2.5509122388,1.4949043802
1.40137314,-2.5513606013,1.4948765994
1.40167307,-2.5518089555,1.4948488517
1.40197300,-2.5522573013,1.4948211369
1.40227293,-2.5527056389,1.4947934551
1.40257286,-2.5531539681,1.4947658061
1.40287279,-2.5536022891,1.4947381900
1.40317272,-2.5540506017,1.4947106067
1.40347265,-2.5544989061,1.4946830562
1.40377258,-2.5549472023,1.4946555384
1.40407251,-2.5553954902,1.4946280534
1.40437244,-2.5558437699,1.4946006010
1.40467237,-2.5562920413,1.4945731813
1.40497230,-2.5567403045,1.4945457942
1.40527223,-2.5571885595,1.4945184397
1.40557216,-2.5576368063,1.4944911177
1.40587209,-2.5580850449,1.4944638282
1.40617202,-2.5585332754,1.4944365712
1.40647195,-2.5589814976,1.4944093467
1.40677188,-2.5594297117,1.4943821546
1.40707181,-2.5598779177,1.4943549948
1.40737174,-2.5603261155,1.4943278674
1.40767167,-2.5607743052,1.4943007722
1.40797160,-2.5612224867,1.4942737094
1.40827153,-2.5616706602,1.4942466788
1.40857146,-2.5621188255,1.4942196803
1.40887139,-2.5625669828,1.4941927141
1.40917132,-2.5630151320,1.4941657800
1.40947125,-2.5634632731,1.4941388779
1.40977118,-2.5639114061,1.4941120080
1.41007111,-2.5643595311,1.4940851700
1.41037104,-2.5648076480,1.4940583641
1.41067097,-2.5652557569,1.4940315901
1.41097090,-2.5657038578,1.4940048481
1.41127083,-2.5661519506,1.4939781379
1.41157076,-2.5666000355,1.4939514596
1.41187069,-2.5670481123,1.4939248131
1.41217062,-2.5674961812,1.4938981984
1.41247055,-2.5679442421,1.4938716155
1.41277048,-2.5683922950,1.4938450642
1.41307041,-2.5688403400,1.4938185447
1.41337034,-2.5692883770,1.4937920568
1.41367027,-2.5697364060,1.4937656005
1.41397020,-2.5701844272,1.4937391758
1.41427013,-2.5706324404,1.4937127827
1.41457006,-2.5710804457,1.4936864210
1.41486999,-2.5715284431,1.4936600909
1.41516992,-2.5719764326,1.4936337922
1.41546985,-2.5724244143,1.4936075249
1.41576978,-2.5728723880,1.4935812889
1.41606971,-2.5733203539,1.4935550844
1.41636964,-2.5737683119,1.4935289111
1.41666957,-2.5742162621,1.4935027691
1.41696950,-2.5746642045,1.4934766583
1.41726943,-2.5751121390,1.4934505787
1.41756936,-2.5755600657,1.4934245303
1.41786929,-2.5760079846,1.4933985130
1.41816922,-2.5764558958,1.4933725269
1.41846915,-2.5769037991,1.4933465718
1.41876908,-2.5773516946,1.4933206477
1.41906901,-2.5777995824,1.4932947546
1.41936894,-2.5782474624,1.4932688925
1.41966887,-2.5786953346,1.4932430613
1.41996880,-2.5791431991,1.4932172610
1.42026873,-2.5795910559,1.4931914916
1.42056866,-2.5800389050,1.4931657530
1.42086859,-2.5804867463,1.4931400452
1.42116852,-2.5809345799,1.4931143681
1.42146845,-2.5813824059,1.4930887218
1.42176838,-2.5818302241,1.4930631062
1.42206831,-2.5822780347,1.4930375212
1.42236824,-2.5827258376,1.4930119668
1.42266817,-2.5831736328,1.4929864430
1.42296810,-2.5836214204,1.4929609498
1.42326803,-2.5840692004,1.4929354871
1.42356796,-2.5845169727,1.4929100548
1.42386789,-2.5849647374,1.4928846530
1.42416782,-2.5854124944,1.4928592816
1.42446775,-2.5858602439,1.4928339407
1.42476768,-2.5863079858,1.4928086300
1.42506761,-2.5867557201,1.4927833497
1.42536754,-2.5872034468,1.4927580996
1.42566747,-2.5876511659,1.4927328798
1.42596740,-2.5880988775,1.4927076901
1.42626733,-2.5885465815,1.4926825307
1.42656726,-2.5889942780,1.4926574014
1.42686719,-2.5894419670,1.4926323022
1.42716712,-2.5898896484,1.4926072331
1.42746705,-2.5903373223,1.4925821940
1.42776698,-2.5907849888,1.4925571849
1.42806691,-2.5912326477,1.4925322058
1.42836684,-2.5916802991,1.4925072566
1.42866677,-2.5921279431,1.4924823373
1.42896670,-2.5925755795,1.4924574479
1.42926663,-2.5930232086,1.4924325883
1.42956656,-2.5934708301,1.4924077585
1.42986649,-2.5939184443,1.4923829584
1.43016642,-2.5943660509,1.4923581881
1.43046635,-2.5948136502,1.4923334475
1.43076628,-2.5952612421,1.4923087366
1.43106621,-2.5957088265,1.4922840552
1.43136614,-2.5961564036,1.4922594035
1.43166607,-2.5966039732,1.4922347813
1.43196600,-2.5970515355,1.4922101887
1.43226593,-2.5974990904,1.4921856255
1.43256586,-2.5979466379,1.4921610918
1.43286579,-2.5983941781,1.4921365875
1.43316572,-2.5988417110,1.4921121126
1.43346565,-2.5992892365,1.4920876670
1.43376558,-2.5997367547,1.4920632508
1.43406551,-2.6001842655,1.4920388638
1.43436544,-2.6006317691,1.4920145061
1.43466537,-2.6010792653,1.4919901776
1.43496530,-2.6015267543,1.4919658783
1.43526523,-2.6019742360,1.4919416081
1.43556516,-2.6024217104,1.4919173671
1.43586509,-2.6028691775,1.4918931551
1.43616502,-2.6033166374,1.4918689722
1.43646495,-2.6037640900,1.4918448182
1.43676488,-2.6042115354,1.4918206933
1.43706481,-2.6046589735,1.4917965973
1.43736474,-2.6051064045,1.4917725302
1.43766467,-2.6055538282,1.4917484920
1.43796460,-2.6060012447,1.4917244826
1.43826453,-2.6064486540,1.4917005020
1.43856446,-2.6068960561,1.4916765502
1.43886439,-2.6073434511,1.4916526271
1.43916432,-2.6077908389,1.4916287327
1.43946425,-2.6082382195,1.4916048670
1.43976418,-2.6086855929,1.4915810299
1.44006411,-2.6091329592,1.4915572214
1.44036404,-2.6095803184,1.4915334415
1.44066397,-2.6100276705,1.4915096902
1.44096390,-2.6104750154,1.4914859673
1.44126383,-2.6109223532,1.4914622729
1.44156376,-2.6113696839,1.4914386069
1.44186369,-2.6118170076,1.4914149693
1.44216362,-2.6122643241,1.4913913600
1.44246355,-2.6127116336,1.4913677791
1.44276348,-2.6131589360,1.4913442265
1.44306341,-2.6136062313,1.4913207022
1.44336334,-2.6140535196,1.4912972060
1.44366327,-2.6145008008,1.4912737381
1.44396320,-2.6149480750,1.4912502983
1.44426313,-2.6153953422,1.4912268866
1.44456306,-2.6158426024,1.4912035030
1.44486299,-2.6162898555,1.4911801475
1.44516292,-2.6167371017,1.4911568200
1.44546285,-2.6171843408,1.4911335205
1.44576278,-2.6176315730,1.4911102489
1.44606271,-2.6180787982,1.4910870053
1.44636264,-2.6185260164,1.4910637895
1.44666257,-2.6189732277,1.4910406016
1.44696250,-2.6194204320,1.4910174415
1.44726243,-2.6198676294,1.4909943092
1.44756236,-2.6203148198,1.4909712046
1.44786229,-2.6207620034,1.4909481278
1.44816222,-2.6212091800,1.4909250786
1.44846215,-2.6216563497,1.4909020570
1.44876208,-2.6221035125,1.4908790631
1.44906201,-2.6225506684,1.4908560968
1.44936194,-2.6229978174,1.4908331580
1.44966187,-2.6234449595,1.4908102467
1.44996180,-2.6238920948,1.4907873629
1.45026173,-2.6243392232,1.4907645065
1.45056166,-2.6247863448,1.4907416775
1.45086159,-2.6252334595,1.4907188759
1.45116152,-2.6256805674,1.4906961016
1.45146145,-2.6261276684,1.4906733547
1.45176138,-2.6265747627,1.4906506350
1.45206131,-2.6270218501,1.4906279426
1.45236124,-2.6274689307,1.4906052773
1.45266117,-2.6279160046,1.4905826392
1.45296110,-2.6283630716,1.4905600283
1.45326103,-2.6288101319,1.4905374445
1.45356096,-2.6292571854,1.4905148877
1.45386089,-2.6297042321,1.4904923579
1.45416082,-2.6301512721,1.4904698552
1.45446075,-2.6305983053,1.4904473794
1.45476068,-2.6310453318,1.4904249306
1.45506061,-2.6314923516,1.4904025086
1.45536054,-2.6319393647,1.4903801136
1.45566047,-2.6323863710,1.4903577453
1.45596040,-2.6328333706,1.4903354039
1.45626033,-2.6332803636,1.4903130892
1.45656026,-2.6337273498,1.4902908012
1.45686019,-2.6341743294,1.4902685399
1.45716012,-2.6346213023,1.4902463053
1.45746005,-2.6350682685,1.4902240973
1.45775998,-2.6355152281,1.4902019159
1.45805991,-2.6359621810,1.4901797611
1.45835984,-2.6364091273,1.4901576328
1.45865977,-2.6368560670,1.4901355309
1.45895970,-2.6373030000,1.4901134556
1.45925963,-2.6377499264,1.4900914066
1.45955956,-2.6381968462,1.4900693841
1.45985949,-2.6386437594,1.4900473879
1.46015942,-2.6390906660,1.4900254180
1.46045935,-2.6395375660,1.4900034744
1.46075928,-2.6399844595,1.4899815570
1.46105921,-2.6404313463,1.4899596659
1.46135914,-2.6408782267,1.4899378010
1.46165907,-2.6413251004,1.4899159622
1.46195900,-2.6417719676,1.4898941495
1.46225893,-2.6422188283,1.4898723629
1.46255886,-2.6426656824,1.4898506024
1.46285879,-2.6431125301,1.4898288679
1.46315872,-2.6435593712,1.4898071594
1.46345865,-2.6440062058,1.4897854768
1.46375858,-2.6444530339,1.4897638201
1.46405851,-2.6448998555,1.4897421893
1.46435844,-2.6453466706,1.4897205844
1.46465837,-2.6457934792,1.4896990052
1.46495830,-2.6462402814,1.4896774519
1.46525823,-2.6466870771,1.4896559243
1.46555816,-2.6471338664,1.4896344224
1.46585809,-2.6475806492,1.4896129462
1.46615802,-2.6480274256,1.4895914956
1.46645795,-2.6484741956,1.4895700706
1.46675788,-2.6489209591,1.4895486713
1.46705781,-2.6493677162,1.4895272974
1.46735774,-2.6498144669,1.4895059491
1.46765767,-2.6502612112,1.4894846262
1.46795760,-2.6507079491,1.4894633288
1.46825753,-2.6511546807,1.4894420568
1.46855746,-2.6516014058,1.4894208102
1.46885739,-2.6520481246,1.4893995889
1.46915732,-2.6524948370,1.4893783929
1.46945725,-2.6529415431,1.4893572222
1.46975718,-2.6533882428,1.4893360767
1.47005711,-2.6538349362,1.4893149565
1.47035704,-2.6542816233,1.4892938614
1.47065697,-2.6547283040,1.4892727914
1.47095690,-2.6551749784,1.4892517466
1.47125683,-2.6556216466,1.4892307268
1.47155676,-2.6560683084,1.4892097321
1.47185669,-2.6565149639,1.4891887623
1.47215662,-2.6569616131,1.4891678176
1.47245655,-2.6574082561,1.4891468977
1.47275648,-2.6578548928,1.4891260028
1.47305641,-2.6583015232,1.4891051327
1.47335634,-2.6587481473,1.4890842875
1.47365627,-2.6591947653,1.4890634671
1.47395620,-2.6596413769,1.4890426714
1.47425613,-2.6600879824,1.4890219005
1.47455606,-2.6605345816,1.4890011543
1.47485599,-2.6609811746,1.4889804327
1.47515592,-2.6614277614,1.4889597358
1.47545585,-2.6618743420,1.4889390635
1.47575578,-2.6623209163,1.4889184157
1.47605571,-2.6627674845,1.4888977925
1.47635564,-2.6632140465,1.4888771938
1.47665557,-2.6636606024,1.4888566196
1.47695550,-2.6641071521,1.4888360697
1.47725543,-2.6645536956,1.4888155443
1.47755536,-2.6650002329,1.4887950432
1.47785529,-2.6654467641,1.4887745665
1.47815522,-2.6658932892,1.4887541141
1.47845515,-2.6663398082,1.4887336859
1.47875508,-2.6667863210,1.4887132820
1.47905501,-2.6672328277,1.4886929022
1.47935494,-2.6676793283,1.4886725467
1.47965487,-2.6681258228,1.4886522152
1.47995480,-2.6685723112,1.4886319079
1.48025473,-2.6690187935,1.4886116246
1.48055466,-2.6694652697,1.4885913653
1.48085459,-2.6699117399,1.4885711300
1.48115452,-2.6703582040,1.4885509187
1.48145445,-2.6708046620,1.4885307314
1.48175438,-2.6712511140,1.4885105679
1.48205431,-2.6716975600,1.4884904283
1.48235424,-2.6721439999,1.4884703125
1.48265417,-2.6725904337,1.4884502205
1.48295410,-2.6730368616,1.4884301523
1.48325403,-2.6734832834,1.4884101078
1.48355396,-2.6739296993,1.4883900869
1.48385389,-2.6743761091,1.4883700898
1.48415382,-2.6748225129,1.4883501163
1.48445375,-2.6752689108,1.4883301663
1.48475368,-2.6757153026,1.4883102400
1.48505361,-2.6761616885,1.4882903371
1.48535354,-2.6766080685,1.4882704578
1.48565347,-2.6770544424,1.4882506019
1.48595340,-2.6775008104,1.4882307694
1.48625333,-2.6779471725,1.4882109604
1.48655326,-2.6783935286,1.4881911747
1.48685319,-2.6788398788,1.4881714123
1.48715312,-2.6792862231,1.4881516732
1.48745305,-2.6797325615,1.4881319574
1.48775298,-2.6801788939,1.4881122648
1.48805291,-2.6806252205,1.4880925954
1.48835284,-2.6810715411,1.4880729491
1.48865277,-2.6815178559,1.4880533260
1.48895270,-2.6819641648,1.4880337260
1.48925263,-2.6824104678,1.4880141490
1.48955256,-2.6828567649,1.4879945950
1.48985249,-2.6833030562,1.4879750641
1.49015242,-2.6837493416,1.4879555561
1.49045235,-2.6841956212,1.4879360710
1.49075228,-2.6846418950,1.4879166089
1.49105221,-2.6850881629,1.4878971695
1.49135214,-2.6855344249,1.4878777531
1.49165207,-2.6859806812,1.4878583594
1.49195200,-2.6864269316,1.4878389884
1.49225193,-2.6868731763,1.4878196402
1.49255186,-2.6873194151,1.4878003147
1.49285179,-2.6877656481,1.4877810119
1.49315172,-2.6882118754,1.4877617316
1.49345165,-2.6886580969,1.4877424740
1.49375158,-2.6891043126,1.4877232389
1.49405151,-2.6895505225,1.4877040264
1.49435144,-2.6899967267,1.4876848363
1.49465137,-2.6904429251,1.4876656687
1.49495130,-2.6908891178,1.4876465236
1.49525123,-2.6913353047,1.4876274008
1.49555116,-2.6917814859,1.4876083004
1.49585109,-2.6922276614,1.4875892223
1.49615102,-2.6926738312,1.4875701665
1.49645095,-2.6931199952,1.4875511330
1.49675088,-2.6935661536,1.4875321217
1.49705081,-2.6940123062,1.4875131326
1.49735074,-2.6944584532,1.4874941656
1.49765067,-2.6949045945,1.4874752208
1.49795060,-2.6953507301,1.4874562981
1.49825053,-2.6957968600,1.4874373974
1.49855046,-2.6962429842,1.4874185188
1.49885039,-2.6966891028,1.4873996621
1.49915032,-2.6971352158,1.4873808275
1.49945025,-2.6975813231,1.4873620147
1.49975018,-2.6980274247,1.4873432239
1.50005011,-2.6984735208,1.4873244549
1.50035004,-2.6989196112,1.4873057077
1.50064996,-2.6993656960,1.4872869824
1.50094989,-2.6998117751,1.4872682788
1.50124982,-2.7002578487,1.4872495969
1.50154975,-2.7007039166,1.4872309367
1.50184968,-2.7011499790,1.4872122982
1.50214961,-2.7015960358,1.4871936814
1.50244954,-2.7020420870,1.4871750861
1.50274947,-2.7024881326,1.4871565124
1.50304940,-2.7029341727,1.4871379602
1.50334933,-2.7033802072,1.4871194295
1.50364926,-2.7038262361,1.4871009203
1.50394919,-2.7042722595,1.4870824325
1.50424912,-2.7047182774,1.4870639662
1.50454905,-2.7051642897,1.4870455212
1.50484898,-2.7056102965,1.4870270975
1.50514891,-2.7060562977,1.4870086951
1.50544884,-2.7065022935,1.4869903140
1.50574877,-2.7069482837,1.4869719541
1.50604870,-2.7073942685,1.4869536155
1.50634863,-2.7078402477,1.4869352980
1.50664856,-2.7082862214,1.4869170016
1.50694849,-2.7087321897,1.4868987263
1.50724842,-2.7091781525,1.4868804722
1.50754835,-2.7096241098,1.4868622390
1.50784828,-2.7100700617,1.4868440269
1.50814821,-2.7105160080,1.4868258357
1.50844814,-2.7109619490,1.4868076654
1.50874807,-2.7114078845,1.4867895161
1.50904800,-2.7118538145,1.4867713876
1.50934793,-2.7122997391,1.4867532800
1.50964786,-2.7127456583,1.4867351932
1.50994779,-2.7131915721,1.4867171272
1.51024772,-2.7136374804,1.4866990819
1.51054765,-2.7140833834,1.4866810573
1.51084758,-2.7145292809,1.4866630534
1.51114751,-2.7149751731,1.4866450701
1.51144744,-2.7154210598,1.4866271074
1.51174737,-2.7158669412,1.4866091654
1.51204730,-2.7163128172,1.4865912438
1.51234723,-2.7167586878,1.4865733428
1.51264716,-2.7172045530,1.4865554622
1.51294709,-2.7176504129,1.4865376021
1.51324702,-2.7180962674,1.4865197624
1.51354695,-2.7185421166,1.4865019431
1.51384688,-2.7189879605,1.4864841441
1.51414681,-2.7194337990,1.4864663655
1.51444674,-2.7198796322,1.4864486071
1.51474667,-2.7203254600,1.4864308690
1.51504660,-2.7207712826,1.4864131511
1.51534653,-2.7212170998,1.4863954534
1.51564646,-2.7216629117,1.4863777758
1.51594639,-2.7221087184,1.4863601183
1.51624632,-2.7225545197,1.4863424810
1.51654625,-2.7230003157,1.4863248637
1.51684618,-2.7234461065,1.4863072664
1.51714611,-2.7238918920,1.4862896890
1.51744604,-2.7243376722,1.4862721317
1.51774597,-2.7247834472,1.4862545943
1.51804590,-2.7252292169,1.4862370767
1.51834583,-2.7256749813,1.4862195790
1.51864576,-2.7261207405,1.4862021011
1.51894569,-2.7265664945,1.4861846431
1.51924562,-2.7270122432,1.4861672047
1.51954555,-2.7274579867,1.4861497862
1.51984548,-2.7279037250,1.4861323873
1.52014541,-2.7283494581,1.4861150080
1.52044534,-2.7287951860,1.4860976484
1.52074527,-2.7292409086,1.4860803084
1.52104520,-2.7296866261,1.4860629879
1.52134513,-2.7301323383,1.4860456870
1.52164506,-2.7305780454,1.4860284056
1.52194499,-2.7310237473,1.4860111436
1.52224492,-2.7314694440,1.4859939011
1.52254485,-2.7319151356,1.4859766779
1.52284478,-2.7323608220,1.4859594742
1.52314471,-2.7328065032,1.4859422897
1.52344464,-2.7332521793,1.4859251246
1.52374457,-2.7336978502,1.4859079788
1.52404450,-2.7341435160,1.4858908521
1.52434443,-2.7345891767,1.4858737447
1.52464436,-2.7350348322,1.4858566565
1.52494429,-2.7354804827,1.4858395873
1.52524422,-2.7359261280,1.4858225373
1.52554415,-2.7363717681,1.4858055064
1.52584408,-2.7368174032,1.4857884945
1.52614401,-2.7372630332,1.4857715017
1.52644394,-2.7377086581,1.4857545277
1.52674387,-2.7381542779,1.4857375728
1.52704380,-2.7385998926,1.4857206367
1.52734373,-2.7390455023,1.4857037196
1.52764366,-2.7394911068,1.4856868213
1.52794359,-2.7399367063,1.4856699418
1.52824352,-2.7403823008,1.4856530810
1.52854345,-2.7408278902,1.4856362391
1.52884338,-2.7412734745,1.4856194158
1.52914331,-2.7417190538,1.4856026112
1.52944324,-2.7421646281,1.4855858253
1.52974317,-2.7426101973,1.4855690580
1.53004310,-2.7430557615,1.4855523093
1.53034303,-2.7435013207,1.4855355791
1.53064296,-2.7439468749,1.4855188675
1.53094289,-2.7443924240,1.4855021744
1.53124282,-2.7448379682,1.4854854997
1.53154275,-2.7452835073,1.4854688434
1.53184268,-2.7457290415,1.4854522056
1.53214261,-2.7461745707,1.4854355861
1.53244254,-2.7466200949,1.4854189849
1.53274247,-2.7470656141,1.4854024020
1.53304240,-2.7475111283,1.4853858374
1.53334233,-2.7479566376,1.4853692910
1.53364226,-2.7484021419,1.4853527628
1.53394219,-2.7488476413,1.4853362528
1.53424212,-2.7492931357,1.4853197609
1.53454205,-2.7497386252,1.4853032872
1.53484198,-2.7501841097,1.4852868315
1.53514191,-2.7506295893,1.4852703938
1.53544184,-2.7510750640,1.4852539741
1.53574177,-2.7515205338,1.4852375725
1.53604170,-2.7519659986,1.4852211887
